2025-10-11T16:23:45.000000000Z [inf]  Starting Container
2025-10-11T16:23:46.400040293Z [inf]  date        7d%  25d%  pos  equity   buy&hold
2025-10-11T16:23:49.114648562Z [inf]  2024-11-08    3.0    3.2    1   7609.26   1559.47
2025-10-11T16:23:49.124024024Z [inf]  2024-11-09    2.5    2.1    1   7609.26   1505.40
2025-10-11T16:23:49.137174888Z [inf]  2024-11-10    4.4    1.4    1   7609.26   1445.45
2025-10-11T16:23:49.146274546Z [inf]  2024-11-11    2.2    1.7    1   7609.26   1441.73
2025-10-11T16:23:49.155095773Z [inf]  2024-11-12    1.3    2.6    1   7609.26   1444.19
2025-10-11T16:23:49.172234281Z [inf]  2024-11-13    3.0    2.5    1   7609.26   1475.89
2025-10-11T16:23:49.175681523Z [inf]  2024-11-14    2.6    0.9    1   7609.26   1475.22
2025-10-11T16:23:49.194212531Z [inf]  2024-11-15    2.7    3.3    1   7609.26   1493.33
2025-10-11T16:23:49.197243861Z [inf]  2024-11-16    2.9    2.2    1   7609.26   1479.17
2025-10-11T16:23:49.208070437Z [inf]  2024-11-17    2.6    0.3    1   7609.26   1477.66
2025-10-11T16:23:49.216936175Z [inf]  2024-11-18    4.5    0.6    1   7609.26   1441.42
2025-10-11T16:23:49.235265657Z [inf]  2024-11-19    6.8    4.4    1   7609.26   1434.06
2025-10-11T16:23:49.238496516Z [inf]  2024-11-20    3.9    3.9    1   7609.26   1486.68
2025-10-11T16:23:49.257039314Z [inf]  2024-11-21    1.4    4.7    1   7609.26   1502.51
2025-10-11T16:23:49.260704934Z [inf]  2024-11-22   -1.8    4.7    0   7108.87   1494.52
2025-10-11T16:23:49.269788568Z [inf]  2024-11-23   -1.9    4.7    0   7108.87   1570.92
2025-10-11T16:23:49.288463907Z [inf]  2024-11-24   -3.0    5.0    0   7108.87   1594.46
2025-10-11T16:23:49.291325025Z [inf]  2024-11-25   -3.5    4.6    0   7108.87   1607.44
2025-10-11T16:23:49.302088543Z [inf]  2024-11-26   -7.0    3.6    0   7108.87   1602.73
2025-10-11T16:23:49.310943607Z [inf]  2024-11-27   -6.4    3.3    0   7108.87   1626.65
2025-10-11T16:23:49.329223548Z [inf]  2024-11-28   -5.6    3.3    0   7108.87   1625.46
2025-10-11T16:23:49.332900995Z [inf]  2024-11-29   -1.9    2.4    0   7108.87   1641.00
2025-10-11T16:23:49.341882536Z [inf]  2024-11-30   -2.6    3.1    0   7108.87   1601.67
2025-10-11T16:23:49.360067106Z [inf]  2024-12-01   -1.9    2.3    0   7108.87   1602.83
2025-10-11T16:23:49.365103759Z [inf]  2024-12-02    1.2    1.0    1   7108.87   1584.82
2025-10-11T16:23:49.373974603Z [inf]  2024-12-03    0.8    5.9    1   7108.87   1621.18
2025-10-11T16:23:49.429515661Z [inf]  2024-12-04    2.3    5.0    1   7108.87   1585.53
2025-10-11T16:23:49.429519567Z [inf]  2024-12-05    2.6    2.9    1   7108.87   1594.90
2025-10-11T16:23:49.429523715Z [inf]  2024-12-06    2.6    1.6    1   7108.87   1616.99
2025-10-11T16:23:49.429527995Z [inf]  2024-12-07    1.5   -0.4    0   7360.10   1663.12
2025-10-11T16:23:49.429531967Z [inf]  2024-12-08    0.4    0.6    1   7360.10   1729.06
2025-10-11T16:23:49.437048866Z [inf]  2024-12-09    3.5   -0.5    0   8527.50   1719.75
2025-10-11T16:23:49.445991447Z [inf]  2024-12-10    4.5   -2.7    0   8527.50   1670.96
2025-10-11T16:23:49.465009081Z [inf]  2024-12-11    5.7   -0.7    0   8527.50   1652.03
2025-10-11T16:23:49.468827021Z [inf]  2024-12-12   10.0    0.2    1   8527.50   1649.15
2025-10-11T16:23:49.478126651Z [inf]  2024-12-13    8.1    6.2    1   8527.50   1634.92
2025-10-11T16:23:49.491205727Z [inf]  2024-12-14    7.6    4.5    1   8527.50   1612.91
2025-10-11T16:23:49.499534744Z [inf]  2024-12-15    8.6    6.8    1   8527.50   1649.09
2025-10-11T16:23:49.507536842Z [inf]  2024-12-16    9.9   13.3    1   8527.50   1796.47
2025-10-11T16:23:49.524209155Z [inf]  2024-12-17    7.3   14.0    1   8527.50   1803.27
2025-10-11T16:23:49.532513981Z [inf]  2024-12-18    5.9   14.0    1   8527.50   1818.76
2025-10-11T16:23:49.539012732Z [inf]  2024-12-19    4.7   14.7    1   8527.50   1822.75
2025-10-11T16:23:49.549819698Z [inf]  2024-12-20    4.2   14.6    1   8527.50   1910.53
2025-10-11T16:23:49.562382215Z [inf]  2024-12-21    2.8   12.7    1   8527.50   2107.31
2025-10-11T16:23:49.571383163Z [inf]  2024-12-22    1.1   11.3    1   8527.50   2090.76
2025-10-11T16:23:49.580141198Z [inf]  2024-12-23    1.8   11.9    1   8527.50   2148.37
2025-10-11T16:23:49.597705328Z [inf]  2024-12-24    3.2   12.2    1   8527.50   2075.87
2025-10-11T16:23:49.601013880Z [inf]  2024-12-25    4.9   11.5    1   8527.50   2163.98
2025-10-11T16:23:49.612548051Z [inf]  2024-12-26    1.0   15.9    1   8527.50   2153.40
2025-10-11T16:23:49.624939370Z [inf]  2024-12-27    1.7   14.2    1   8527.50   2136.02
2025-10-11T16:23:49.633673810Z [inf]  2024-12-28    2.3   13.3    1   8527.50   2150.48
2025-10-11T16:23:49.652571325Z [inf]  2024-12-29    3.7   16.3    1   8527.50   2194.38
2025-10-11T16:23:49.655488019Z [inf]  2024-12-30    2.3   13.5    1   8527.50   2241.35
2025-10-11T16:23:49.664641685Z [inf]  2024-12-31   -0.3    9.0    0  20695.18   2337.16
2025-10-11T16:23:49.677351178Z [inf]  2025-01-01   -0.5    5.1    0  20695.18   2350.82
2025-10-11T16:23:49.689279645Z [inf]  2025-01-02    2.0    3.9    1  20695.18   2321.83
2025-10-11T16:23:49.699315932Z [inf]  2025-01-03    2.8    4.7    1  20695.18   2327.24
2025-10-11T16:23:49.717049809Z [inf]  2025-01-04    1.3    1.6    1  20695.18   2211.00
2025-10-11T16:23:49.720688333Z [inf]  2025-01-05    4.5    0.7    1  20695.18   2186.16
2025-10-11T16:23:49.729937393Z [inf]  2025-01-06    7.5   -2.1    0  14896.84   2278.82
2025-10-11T16:23:49.748873654Z [inf]  2025-01-07    7.7    0.1    1  14896.84   2273.61
2025-10-11T16:23:49.752933495Z [inf]  2025-01-08    6.4    3.3    1  14896.84   2316.78
2025-10-11T16:23:49.762288314Z [inf]  2025-01-09    6.7    1.2    1  14896.84   2291.78
2025-10-11T16:23:49.770685032Z [inf]  2025-01-10    6.2    2.8    1  14896.84   2310.25
2025-10-11T16:23:49.789291461Z [inf]  2025-01-11    4.7    3.2    1  14896.84   2278.29
2025-10-11T16:23:49.792897850Z [inf]  2025-01-12    2.6    6.4    1  14896.84   2278.50
2025-10-11T16:23:49.801846810Z [inf]  2025-01-13    2.5    2.7    1  14896.84   2343.58
2025-10-11T16:23:49.816363457Z [inf]  2025-01-14    4.7    0.7    1  14896.84   2304.56
2025-10-11T16:23:49.823614639Z [inf]  2025-01-15    3.1    0.5    1  14896.84   2371.00
2025-10-11T16:23:49.841076938Z [inf]  2025-01-16    2.5    3.0    1  14896.84   2373.17
2025-10-11T16:23:49.844505905Z [inf]  2025-01-17    0.3    3.0    1  14896.84   2403.54
2025-10-11T16:23:49.853417830Z [inf]  2025-01-18    1.4    0.8    1  14896.84   2312.42
2025-10-11T16:23:49.865971659Z [inf]  2025-01-19   -0.0    3.1    0  15775.37   2296.17
2025-10-11T16:23:49.874990217Z [inf]  2025-01-20    2.2    6.8    1  15775.37   2403.91
2025-10-11T16:23:49.893301588Z [inf]  2025-01-21   -0.5    8.4    0  18736.00   2377.27
2025-10-11T16:23:49.896759031Z [inf]  2025-01-22    1.7    8.6    1  18736.00   2411.02
2025-10-11T16:23:49.905360480Z [inf]  2025-01-23    4.0    7.0    1  18736.00   2410.92
2025-10-11T16:23:49.917643360Z [inf]  2025-01-24    3.6    4.4    1  18736.00   2483.28
2025-10-11T16:23:49.926455436Z [inf]  2025-01-25    4.2    3.6    1  18736.00   2521.19
2025-10-11T16:23:49.944746327Z [inf]  2025-01-26    3.1   -0.5    0  23273.19   2522.97
2025-10-11T16:23:49.948175232Z [inf]  2025-01-27    2.3   -4.3    0  23273.19   2382.01
2025-10-11T16:23:49.966144990Z [inf]  2025-01-28    1.2   -0.2    0  23273.19   2316.83
2025-10-11T16:23:49.970105029Z [inf]  2025-01-29    1.9    1.6    1  23273.19   2324.99
2025-10-11T16:23:49.979534103Z [inf]  2025-01-30   -1.2   -0.6    0  23601.37   2312.79
2025-10-11T16:23:49.989887697Z [inf]  2025-01-31   -3.2   -0.4   -1  23601.37   2262.73
2025-10-11T16:23:49.999190693Z [inf]  2025-02-01   -5.2    1.0    0  25644.62   2255.49
2025-10-11T16:23:50.016147545Z [inf]  2025-02-02   -4.6   -1.0   -1  25644.62   2345.39
2025-10-11T16:23:50.019614102Z [inf]  2025-02-03    0.2   -0.5    0  21555.69   2363.60
2025-10-11T16:23:50.032245317Z [inf]  2025-02-04    0.4   -4.0    0  21555.69   2277.12
2025-10-11T16:23:50.041403948Z [inf]  2025-02-05    0.1   -4.4    0  21555.69   2241.64
2025-10-11T16:23:50.050560051Z [inf]  2025-02-06    2.4   -3.9    0  21555.69   2265.44
2025-10-11T16:23:50.069073183Z [inf]  2025-02-07    3.4   -1.0    0  21555.69   2228.31
2025-10-11T16:23:50.072386670Z [inf]  2025-02-08    3.4   -3.5    0  21555.69   2205.82
2025-10-11T16:23:50.091075845Z [inf]  2025-02-09    2.8   -2.1    0  21555.69   2224.45
2025-10-11T16:23:50.094468926Z [inf]  2025-02-10    2.7   -3.3    0  21555.69   2248.60
2025-10-11T16:23:50.103026282Z [inf]  2025-02-11    5.7   -2.4    0  21555.69   2305.49
2025-10-11T16:23:50.122212314Z [inf]  2025-02-12    4.5    0.4    1  21555.69   2333.76
2025-10-11T16:23:50.125915163Z [inf]  2025-02-13    2.1   -3.9    0  22613.10   2334.86
2025-10-11T16:23:50.137905348Z [inf]  2025-02-14    1.1   -5.0    0  22613.10   2338.26
2025-10-11T16:23:50.147376836Z [inf]  2025-02-15    2.1   -4.8    0  22613.10   2430.31
2025-10-11T16:23:50.155885835Z [inf]  2025-02-16    2.5   -3.5    0  22613.10   2304.77
2025-10-11T16:23:50.165037797Z [inf]  2025-02-17    3.8   -0.9    0  22613.10   2259.75
2025-10-11T16:23:50.184020340Z [inf]  2025-02-18    2.2    2.9    1  22613.10   2200.12
2025-10-11T16:23:50.188540882Z [inf]  2025-02-19    3.3    3.0    1  22613.10   2251.79
2025-10-11T16:23:50.196436960Z [inf]  2025-02-20    3.4    3.7    1  22613.10   2248.80
2025-10-11T16:23:50.214723275Z [inf]  2025-02-21    3.9    7.6    1  22613.10   2247.49
2025-10-11T16:23:50.218261213Z [inf]  2025-02-22    4.7    9.4    1  22613.10   2247.28
2025-10-11T16:23:50.227837918Z [inf]  2025-02-23    2.9    6.0    1  22613.10   2295.41
2025-10-11T16:23:50.238882987Z [inf]  2025-02-24    1.6    3.6    1  22613.10   2388.99
2025-10-11T16:23:50.251028723Z [inf]  2025-02-25    2.3    6.0    1  22613.10   2376.86
2025-10-11T16:23:50.259820064Z [inf]  2025-02-26    1.8    6.1    1  22613.10   2474.09
2025-10-11T16:23:50.268418740Z [inf]  2025-02-27    1.2    1.3    1  22613.10   2485.47
2025-10-11T16:23:50.286561355Z [inf]  2025-02-28    2.3    3.8    1  22613.10   2408.82
2025-10-11T16:23:50.289888779Z [inf]  2025-03-01   -0.1    3.7    0  28580.07   2430.89
2025-10-11T16:23:50.308569064Z [inf]  2025-03-02   -0.2    2.1    0  28580.07   2523.21
2025-10-11T16:23:50.311920108Z [inf]  2025-03-03    1.6    3.1    1  28580.07   2465.28
2025-10-11T16:23:50.320675443Z [inf]  2025-03-04    3.3    3.7    1  28580.07   2470.12
2025-10-11T16:23:50.338950176Z [inf]  2025-03-05    4.0    4.0    1  28580.07   2492.94
2025-10-11T16:23:50.342371560Z [inf]  2025-03-06    1.1    3.2    1  28580.07   2490.00
2025-10-11T16:23:50.355005168Z [inf]  2025-03-07    3.4    6.8    1  28580.07   2439.44
2025-10-11T16:23:50.361868058Z [inf]  2025-03-08    4.1    4.7    1  28580.07   2426.68
2025-10-11T16:23:50.380434514Z [inf]  2025-03-09    3.2    2.9    1  28580.07   2408.91
2025-10-11T16:23:50.419131567Z [inf]  2025-03-10    4.7    3.8    1  28580.07   2465.91
2025-10-11T16:23:50.419135861Z [inf]  2025-03-11    1.0    4.4    1  28580.07   2489.44
2025-10-11T16:23:50.419141191Z [inf]  2025-03-12    1.7    2.4    1  28580.07   2434.92
2025-10-11T16:23:50.419145394Z [inf]  2025-03-13    2.6    0.3    1  28580.07   2392.27
2025-10-11T16:23:50.427911720Z [inf]  2025-03-14    4.6    3.7    1  28580.07   2322.50
2025-10-11T16:23:50.436802922Z [inf]  2025-03-15    2.7    1.2    1  28580.07   2408.74
2025-10-11T16:23:50.445984036Z [inf]  2025-03-16    2.6   -0.7    0  23393.84   2323.99
2025-10-11T16:23:50.458441919Z [inf]  2025-03-17    0.2    3.1    1  23393.84   2296.64
2025-10-11T16:23:50.467430750Z [inf]  2025-03-18    2.4    4.5    1  23393.84   2295.25
2025-10-11T16:23:50.475853673Z [inf]  2025-03-19    2.2    5.0    1  23393.84   2294.12
2025-10-11T16:23:50.493266516Z [inf]  2025-03-20    1.6    3.2    1  23393.84   2292.65
2025-10-11T16:23:50.496729188Z [inf]  2025-03-21   -1.6    3.4    0  22131.92   2293.08
2025-10-11T16:23:50.509378130Z [inf]  2025-03-22   -3.3    4.2    0  22131.92   2316.09
2025-10-11T16:23:50.518174899Z [inf]  2025-03-23   -1.5   -1.6   -1  22131.92   2276.80
2025-10-11T16:23:50.537177596Z [inf]  2025-03-24   -0.4    2.4    0  23633.53   2326.53
2025-10-11T16:23:50.540377521Z [inf]  2025-03-25    0.7   -3.3    0  23633.53   2296.53
2025-10-11T16:23:50.558980169Z [inf]  2025-03-26    0.6   -7.3    0  23633.53   2317.75
2025-10-11T16:23:50.562381288Z [inf]  2025-03-27    1.4   -2.4    0  23633.53   2319.39
2025-10-11T16:23:50.571449335Z [inf]  2025-03-28    0.7   -2.5    0  23633.53   2284.88
2025-10-11T16:23:50.584141100Z [inf]  2025-03-29    0.0   -2.6    0  23633.53   2276.85
2025-10-11T16:23:50.593046398Z [inf]  2025-03-30   -2.1    0.6    0  23633.53   2274.27
2025-10-11T16:23:50.602498191Z [inf]  2025-03-31    2.0   -0.3    0  23633.53   2297.39
2025-10-11T16:23:50.614180723Z [inf]  2025-04-01    0.7    1.0    1  23633.53   2336.87
2025-10-11T16:23:50.623197563Z [inf]  2025-04-02   -1.0    0.1    0  25257.90   2286.40
2025-10-11T16:23:50.640830869Z [inf]  2025-04-03   -1.2    3.1    0  25257.90   2295.17
2025-10-11T16:23:50.644127163Z [inf]  2025-04-04    0.1   -5.8    0  25257.90   2288.21
2025-10-11T16:23:50.662600678Z [inf]  2025-04-05   -2.2   -6.2   -1  25257.90   2176.36
2025-10-11T16:23:50.666067243Z [inf]  2025-04-06   -2.2   -1.7   -1  25257.90   2108.08
2025-10-11T16:23:50.675218451Z [inf]  2025-04-07   -2.2   -4.0   -1  25257.90   2002.76
2025-10-11T16:23:50.693541563Z [inf]  2025-04-08   -2.5   -3.0   -1  25257.90   2013.66
2025-10-11T16:23:50.697104451Z [inf]  2025-04-09   -0.4   -1.6   -1  25257.90   2005.14
2025-10-11T16:23:50.706150456Z [inf]  2025-04-10   -1.8   -0.8   -1  25257.90   2045.89
2025-10-11T16:23:50.724507497Z [inf]  2025-04-11   -1.6   -0.1   -1  25257.90   2240.95
2025-10-11T16:23:50.728080521Z [inf]  2025-04-12    0.2    0.3    0  27344.48   2049.60
2025-10-11T16:23:50.737187878Z [inf]  2025-04-13    3.9   -0.7    0  27344.48   2074.83
2025-10-11T16:23:50.750007163Z [inf]  2025-04-14    4.0   -0.9    0  27344.48   2153.85
2025-10-11T16:23:50.759101127Z [inf]  2025-04-15    4.4   -0.6    0  27344.48   2137.83
2025-10-11T16:23:50.769014501Z [inf]  2025-04-16    4.5   -0.5    0  27344.48   2063.42
2025-10-11T16:23:50.778323870Z [inf]  2025-04-17    7.4   -2.1    0  27344.48   2049.65
2025-10-11T16:23:50.796119500Z [inf]  2025-04-18    4.3    3.0    1  27344.48   1919.19
2025-10-11T16:23:50.800000581Z [inf]  2025-04-19    3.3    0.5    1  27344.48   1868.35
2025-10-11T16:23:50.812975845Z [inf]  2025-04-20    0.5    3.0    1  27344.48   1971.45
2025-10-11T16:23:50.822013254Z [inf]  2025-04-21    1.0    0.9    1  27344.48   1989.21
2025-10-11T16:23:50.831197467Z [inf]  2025-04-22   -0.1    0.5    0  24119.40   1928.25
2025-10-11T16:23:50.840252864Z [inf]  2025-04-23   -0.8    3.8    0  24119.40   1996.42
2025-10-11T16:23:50.852827546Z [inf]  2025-04-24   -2.7    2.5    0  24119.40   2004.86
2025-10-11T16:23:50.861924018Z [inf]  2025-04-25   -1.6    1.6    0  24119.40   1962.93
2025-10-11T16:23:50.871116731Z [inf]  2025-04-26   -1.9    2.6    0  24119.40   1997.06
2025-10-11T16:23:50.883315389Z [inf]  2025-04-27   -2.5    5.3    0  24119.40   1966.27
2025-10-11T16:23:50.896364286Z [inf]  2025-04-28    1.9    6.0    1  24119.40   2064.47
2025-10-11T16:23:50.903402224Z [inf]  2025-04-29    1.1    7.5    1  24119.40   2002.13
2025-10-11T16:23:50.921406646Z [inf]  2025-04-30    4.2    7.0    1  24119.40   1998.93
2025-10-11T16:23:50.924396607Z [inf]  2025-05-01    2.5    8.9    1  24119.40   1993.03
2025-10-11T16:23:50.942542909Z [inf]  2025-05-02    1.9    6.6    1  24119.40   2046.32
2025-10-11T16:23:50.945438107Z [inf]  2025-05-03   -0.1    3.8    0  28047.16   2079.97
2025-10-11T16:23:50.957534041Z [inf]  2025-05-04   -0.2   -0.0   -1  28047.16   2077.47
2025-10-11T16:23:50.968393892Z [inf]  2025-05-05   -0.8   -1.6   -1  28047.16   2065.97
2025-10-11T16:23:50.977415959Z [inf]  2025-05-06   -2.3   -2.6   -1  28047.16   2073.65
2025-10-11T16:23:50.988702330Z [inf]  2025-05-07   -3.8   -0.6   -1  28047.16   2006.91
2025-10-11T16:23:50.996818147Z [inf]  2025-05-08   -4.6   -4.5   -1  28047.16   1964.69
2025-10-11T16:23:51.015138073Z [inf]  2025-05-09   -4.9    0.3    0  34265.27   1958.54
2025-10-11T16:23:51.019003841Z [inf]  2025-05-10   -3.1   -0.6   -1  34265.27   1962.35
2025-10-11T16:23:51.028269882Z [inf]  2025-05-11   -2.9    0.8    0  33999.06   2024.35
2025-10-11T16:23:51.039318684Z [inf]  2025-05-12   -3.4    3.3    0  33999.06   1961.55
2025-10-11T16:23:51.048304953Z [inf]  2025-05-13   -1.3    1.3    0  33999.06   1978.11
2025-10-11T16:23:51.060795572Z [inf]  2025-05-14    1.0    5.2    1  33999.06   1994.20
2025-10-11T16:23:51.069675849Z [inf]  2025-05-15    2.7    2.7    1  33999.06   1985.83
2025-10-11T16:23:51.080406920Z [inf]  2025-05-16    4.4    2.6    1  33999.06   1864.41
2025-10-11T16:23:51.089601236Z [inf]  2025-05-17    3.2    1.5    1  33999.06   1881.84
2025-10-11T16:23:51.107871915Z [inf]  2025-05-18    3.7    1.0    1  33999.06   1814.31
2025-10-11T16:23:51.111485395Z [inf]  2025-05-19    3.3    0.2    1  33999.06   1963.90
2025-10-11T16:23:51.120449937Z [inf]  2025-05-20    2.8   -0.5    0  33021.95   1892.40
2025-10-11T16:23:51.137966645Z [inf]  2025-05-21    1.4   -0.2    0  33021.95   1983.12
2025-10-11T16:23:51.141585926Z [inf]  2025-05-22    0.3   -1.4    0  33021.95   2027.17
2025-10-11T16:23:51.159126512Z [inf]  2025-05-23   -1.7   -1.0   -1  33021.95   1991.11
2025-10-11T16:23:51.162435611Z [inf]  2025-05-24   -1.2    2.7    0  35371.52   2010.88
2025-10-11T16:23:51.174887808Z [inf]  2025-05-25   -1.1    2.1    0  35371.52   1988.35
2025-10-11T16:23:51.184143345Z [inf]  2025-05-26    0.3    2.3    1  35371.52   1997.54
2025-10-11T16:23:51.194790557Z [inf]  2025-05-27    1.0    7.4    1  35371.52   2019.35
2025-10-11T16:23:51.207572094Z [inf]  2025-05-28    2.1    9.8    1  35371.52   2008.10
2025-10-11T16:23:51.214760011Z [inf]  2025-05-29    2.0    8.4    1  35371.52   2022.42
2025-10-11T16:23:51.227310427Z [inf]  2025-05-30    3.1   10.4    1  35371.52   2024.85
2025-10-11T16:23:51.236283609Z [inf]  2025-05-31    2.5   10.1    1  35371.52   2080.40
2025-10-11T16:23:51.245176330Z [inf]  2025-06-01    2.0    7.4    1  35371.52   2221.29
2025-10-11T16:23:51.257536343Z [inf]  2025-06-02    1.9    9.5    1  35371.52   2227.19
2025-10-11T16:23:51.266654831Z [inf]  2025-06-03    3.5    8.2    1  35371.52   2234.07
2025-10-11T16:23:51.285145901Z [inf]  2025-06-04    1.2    6.7    1  35371.52   2249.72
2025-10-11T16:23:51.288863663Z [inf]  2025-06-05   -0.5    7.3    0  53969.34   2249.46
2025-10-11T16:23:51.297934232Z [inf]  2025-06-06   -0.4    6.4    0  53969.34   2228.57
2025-10-11T16:23:51.310887915Z [inf]  2025-06-07   -0.0    9.1    0  53969.34   2258.57
2025-10-11T16:23:51.319184375Z [inf]  2025-06-08    1.0    5.5    1  53969.34   2240.64
2025-10-11T16:23:51.328439302Z [inf]  2025-06-09    2.1    8.8    1  53969.34   2238.62
2025-10-11T16:23:51.341026326Z [inf]  2025-06-10    2.0    8.6    1  53969.34   2293.72
2025-10-11T16:23:51.350578833Z [inf]  2025-06-11    2.5    6.7    1  53969.34   2303.17
2025-10-11T16:23:51.359519919Z [inf]  2025-06-12    4.9    7.6    1  53969.34   2278.66
2025-10-11T16:23:51.378608187Z [inf]  2025-06-13    4.1   10.7    1  53969.34   2241.13
2025-10-11T16:23:51.382052058Z [inf]  2025-06-14    5.9   11.1    1  53969.34   2251.97
2025-10-11T16:23:51.424773180Z [inf]  2025-06-15    5.9    8.5    1  53969.34   2301.90
2025-10-11T16:23:51.424780688Z [inf]  2025-06-16    6.2    8.8    1  53969.34   2306.57
2025-10-11T16:23:51.424784993Z [inf]  2025-06-17    6.3   10.0    1  53969.34   2454.70
2025-10-11T16:23:51.424788850Z [inf]  2025-06-18    5.4    6.7    1  53969.34   2447.81
2025-10-11T16:23:51.433357964Z [inf]  2025-06-19    5.2    7.9    1  53969.34   2491.49
2025-10-11T16:23:51.442409230Z [inf]  2025-06-20    4.6    7.1    1  53969.34   2475.05
2025-10-11T16:23:51.454270923Z [inf]  2025-06-21    3.2    5.8    1  53969.34   2443.52
2025-10-11T16:23:51.463421751Z [inf]  2025-06-22    2.2    6.7    1  53969.34   2474.72
2025-10-11T16:23:51.481400138Z [inf]  2025-06-23    2.5    9.0    1  53969.34   2460.55
2025-10-11T16:23:51.484194995Z [inf]  2025-06-24    0.8    7.6    1  53969.34   2466.63
2025-10-11T16:23:51.502668689Z [inf]  2025-06-25   -0.2    8.5    0  73856.19   2459.51
2025-10-11T16:23:51.506092779Z [inf]  2025-06-26   -0.9   13.6    0  73856.19   2451.49
2025-10-11T16:23:51.514945499Z [inf]  2025-06-27    0.6   10.6    1  73856.19   2530.59
2025-10-11T16:23:51.533699401Z [inf]  2025-06-28    1.2    9.8    1  73856.19   2509.66
2025-10-11T16:23:51.537639095Z [inf]  2025-06-29    3.1   10.0    1  73856.19   2540.00
2025-10-11T16:23:51.549461285Z [inf]  2025-06-30    3.0    6.9    1  73856.19   2606.42
2025-10-11T16:23:51.558337039Z [inf]  2025-07-01    4.0    6.6    1  73856.19   2655.20
2025-10-11T16:23:51.569718418Z [inf]  2025-07-02    6.0    7.3    1  73856.19   2551.13
2025-10-11T16:23:51.582373078Z [inf]  2025-07-03    4.5    5.6    1  73856.19   2561.68
2025-10-11T16:23:51.591469603Z [inf]  2025-07-04    1.6    4.4    1  73856.19   2591.21
2025-10-11T16:23:51.600401641Z [inf]  2025-07-05    0.8    2.4    1  73856.19   2601.44
2025-10-11T16:23:51.609306870Z [inf]  2025-07-06    1.4    2.2    1  73856.19   2589.64
2025-10-11T16:23:51.627809199Z [inf]  2025-07-07    1.5    0.8    1  73856.19   2562.15
2025-10-11T16:23:51.631265096Z [inf]  2025-07-08   -0.2    2.0    0  87191.65   2510.04
2025-10-11T16:23:51.640193185Z [inf]  2025-07-09    0.3    1.0    1  87191.65   2471.90
2025-10-11T16:23:51.652798564Z [inf]  2025-07-10    0.3   -2.9    0  81892.69   2486.32
2025-10-11T16:23:51.662064607Z [inf]  2025-07-11    1.5    0.2    1  81892.69   2511.30
2025-10-11T16:23:51.671690706Z [inf]  2025-07-12    0.7   -0.2    0  85184.47   2516.42
2025-10-11T16:23:51.684978714Z [inf]  2025-07-13   -0.8    0.7    0  85184.47   2504.98
2025-10-11T16:23:51.693060629Z [inf]  2025-07-14   -1.1   -0.9   -1  85184.47   2488.82
2025-10-11T16:23:51.702074318Z [inf]  2025-07-15   -0.9    2.4    0  87383.36   2413.03
2025-10-11T16:23:51.720522588Z [inf]  2025-07-16    0.7    4.1    1  87383.36   2479.11
2025-10-11T16:23:51.723825045Z [inf]  2025-07-17    0.8    0.1    1  87383.36   2509.15
2025-10-11T16:23:51.733076399Z [inf]  2025-07-18    2.8   -1.6    0  101306.58   2513.47
2025-10-11T16:23:51.745263745Z [inf]  2025-07-19    2.5   -2.9    0  101306.58   2621.13
2025-10-11T16:23:51.755056405Z [inf]  2025-07-20    1.0   -3.4    0  101306.58   2621.40
2025-10-11T16:23:51.766309363Z [inf]  2025-07-21    2.5   -2.0    0  101306.58   2582.67
2025-10-11T16:23:51.775412840Z [inf]  2025-07-22    2.8   -1.1    0  101306.58   2511.99
2025-10-11T16:23:51.784819769Z [inf]  2025-07-23    0.5   -1.1    0  101306.58   2521.38
2025-10-11T16:23:51.796289693Z [inf]  2025-07-24   -0.4   -1.4   -1  101306.58   2505.88
2025-10-11T16:23:51.807207962Z [inf]  2025-07-25   -1.7    3.8    0  103797.35   2510.14
2025-10-11T16:23:51.815673020Z [inf]  2025-07-26   -3.4    2.9    0  103797.35   2538.68
2025-10-11T16:23:51.827134438Z [inf]  2025-07-27   -2.7    0.1    0  103797.35   2485.35
2025-10-11T16:23:51.845690020Z [inf]  2025-07-28   -3.1    1.9    0  103797.35   2493.33
2025-10-11T16:23:51.849251111Z [inf]  2025-07-29   -2.4    1.1    0  103797.35   2487.91
2025-10-11T16:23:51.858300560Z [inf]  2025-07-30   -1.5    0.5    0  103797.35   2455.56
2025-10-11T16:23:51.875960053Z [inf]  2025-07-31   -1.4   -0.4   -1  103797.35   2427.56
2025-10-11T16:23:51.879604884Z [inf]  2025-08-01    1.6    0.7    0  108532.04   2400.08
2025-10-11T16:23:51.891222057Z [inf]  2025-08-02    1.9    0.3    1  108532.04   2503.96
2025-10-11T16:23:51.900288109Z [inf]  2025-08-03    3.2   -0.5    0  127322.59   2521.77
2025-10-11T16:23:51.918554517Z [inf]  2025-08-04    6.7    1.5    1  127322.59   2551.66
2025-10-11T16:23:51.921929420Z [inf]  2025-08-05    5.4    1.1    1  127322.59   2542.31
2025-10-11T16:23:51.932625056Z [inf]  2025-08-06    3.3   -0.6    0  131470.83   2544.70
2025-10-11T16:23:51.941951146Z [inf]  2025-08-07    4.1    0.7    1  131470.83   2550.62
2025-10-11T16:23:51.951007008Z [inf]  2025-08-08    3.5    1.5    1  131470.83   2575.82
2025-10-11T16:23:51.969814535Z [inf]  2025-08-09    2.1    0.0    1  131470.83   2547.05
