2025-10-11T16:38:27.000000000Z [inf]  Starting Container
2025-10-11T16:38:29.204129756Z [inf]  date        7d%  25d%  pos  equity   buy&hold
2025-10-11T16:38:32.223117800Z [inf]  2025-01-03    2.8    4.7    1   2941.99   2327.24
2025-10-11T16:38:32.235617350Z [inf]  2025-01-04    1.3    1.6    1   2941.99   2211.00
2025-10-11T16:38:32.243681673Z [inf]  2025-01-05    4.5    0.7    1   2941.99   2186.16
2025-10-11T16:38:32.297846117Z [inf]  2025-01-06    7.5   -2.1    0   2735.92   2278.82
2025-10-11T16:38:32.351924955Z [inf]  2025-01-07    7.7    0.1    1   2735.92   2273.61
2025-10-11T16:38:32.351929340Z [inf]  2025-01-08    6.4    3.3    1   2735.92   2316.78
2025-10-11T16:38:32.351933739Z [inf]  2025-01-09    6.7    1.2    1   2735.92   2291.78
2025-10-11T16:38:32.351937740Z [inf]  2025-01-10    6.2    2.8    1   2735.92   2310.25
2025-10-11T16:38:32.351942152Z [inf]  2025-01-11    4.7    3.2    1   2735.92   2278.29
2025-10-11T16:38:32.351946295Z [inf]  2025-01-12    2.6    6.4    1   2735.92   2278.50
2025-10-11T16:38:32.351950170Z [inf]  2025-01-13    2.5    2.7    1   2735.92   2343.58
2025-10-11T16:38:32.351955219Z [inf]  2025-01-14    4.7    0.7    1   2735.92   2304.56
2025-10-11T16:38:32.351959319Z [inf]  2025-01-15    3.1    0.5    1   2735.92   2371.00
2025-10-11T16:38:32.368395918Z [inf]  2025-01-17    0.3    3.0    1   2735.92   2403.54
2025-10-11T16:38:32.368588022Z [inf]  2025-01-16    2.5    3.0    1   2735.92   2373.17
2025-10-11T16:38:32.377001621Z [inf]  2025-01-18    1.4    0.8    1   2735.92   2312.42
2025-10-11T16:38:32.388802910Z [inf]  2025-01-19   -0.0    3.1    0   2776.25   2296.17
2025-10-11T16:38:32.397754334Z [inf]  2025-01-20    2.2    6.8    1   2776.25   2403.91
2025-10-11T16:38:32.448099804Z [inf]  2025-01-21   -0.5    8.4    0   2906.51   2377.27
2025-10-11T16:38:32.448105940Z [inf]  2025-01-22    1.7    8.6    1   2906.51   2411.02
2025-10-11T16:38:32.448111299Z [inf]  2025-01-23    4.0    7.0    1   2906.51   2410.92
2025-10-11T16:38:32.448117156Z [inf]  2025-01-24    3.6    4.4    1   2906.51   2483.28
2025-10-11T16:38:32.450899149Z [inf]  2025-01-25    4.2    3.6    1   2906.51   2521.19
2025-10-11T16:38:32.500828407Z [inf]  2025-01-26    3.1   -0.5    0   3082.47   2522.97
2025-10-11T16:38:32.500836310Z [inf]  2025-01-27    2.3   -4.3    0   3082.47   2382.01
2025-10-11T16:38:32.500842153Z [inf]  2025-01-28    1.2   -0.2    0   3082.47   2316.83
2025-10-11T16:38:32.500847709Z [inf]  2025-01-29    1.9    1.6    1   3082.47   2324.99
2025-10-11T16:38:32.500851781Z [inf]  2025-01-30   -1.2   -0.6    0   3093.34   2312.79
2025-10-11T16:38:32.510882139Z [inf]  2025-01-31   -3.2   -0.4   -1   3093.34   2262.73
2025-10-11T16:38:32.523615194Z [inf]  2025-02-01   -5.2    1.0    0   3160.29   2255.49
2025-10-11T16:38:32.531986053Z [inf]  2025-02-02   -4.6   -1.0   -1   3160.29   2345.39
2025-10-11T16:38:32.648056391Z [inf]  2025-02-03    0.2   -0.5    0   3034.32   2363.60
2025-10-11T16:38:32.648062603Z [inf]  2025-02-04    0.4   -4.0    0   3034.32   2277.12
2025-10-11T16:38:32.648068786Z [inf]  2025-02-05    0.1   -4.4    0   3034.32   2241.64
2025-10-11T16:38:32.648075913Z [inf]  2025-02-06    2.4   -3.9    0   3034.32   2265.44
2025-10-11T16:38:32.648081711Z [inf]  2025-02-07    3.4   -1.0    0   3034.32   2228.31
2025-10-11T16:38:32.648087537Z [inf]  2025-02-08    3.4   -3.5    0   3034.32   2205.82
2025-10-11T16:38:32.648094225Z [inf]  2025-02-09    2.8   -2.1    0   3034.32   2224.45
2025-10-11T16:38:32.648099750Z [inf]  2025-02-10    2.7   -3.3    0   3034.32   2248.60
2025-10-11T16:38:32.648108753Z [inf]  2025-02-11    5.7   -2.4    0   3034.32   2305.49
2025-10-11T16:38:32.648115708Z [inf]  2025-02-12    4.5    0.4    1   3034.32   2333.76
2025-10-11T16:38:32.648121979Z [inf]  2025-02-13    2.1   -3.9    0   3071.53   2334.86
2025-10-11T16:38:32.659057292Z [inf]  2025-02-14    1.1   -5.0    0   3071.53   2338.26
2025-10-11T16:38:32.668569362Z [inf]  2025-02-15    2.1   -4.8    0   3071.53   2430.31
2025-10-11T16:38:32.677192957Z [inf]  2025-02-16    2.5   -3.5    0   3071.53   2304.77
2025-10-11T16:38:32.688279448Z [inf]  2025-02-17    3.8   -0.9    0   3071.53   2259.75
2025-10-11T16:38:32.713735808Z [inf]  2025-02-18    2.2    2.9    1   3071.53   2200.12
2025-10-11T16:38:32.713742634Z [inf]  2025-02-19    3.3    3.0    1   3071.53   2251.79
2025-10-11T16:38:32.721165995Z [inf]  2025-02-20    3.4    3.7    1   3071.53   2248.80
2025-10-11T16:38:32.732875572Z [inf]  2025-02-21    3.9    7.6    1   3071.53   2247.49
2025-10-11T16:38:32.782773149Z [inf]  2025-02-22    4.7    9.4    1   3071.53   2247.28
2025-10-11T16:38:32.783637915Z [inf]  2025-02-23    2.9    6.0    1   3071.53   2295.41
2025-10-11T16:38:32.783642738Z [inf]  2025-02-24    1.6    3.6    1   3071.53   2388.99
2025-10-11T16:38:32.783647691Z [inf]  2025-02-25    2.3    6.0    1   3071.53   2376.86
2025-10-11T16:38:32.786658599Z [inf]  2025-02-26    1.8    6.1    1   3071.53   2474.09
2025-10-11T16:38:32.810037935Z [inf]  2025-02-27    1.2    1.3    1   3071.53   2485.47
2025-10-11T16:38:32.810044489Z [inf]  2025-02-28    2.3    3.8    1   3071.53   2408.82
2025-10-11T16:38:32.818973726Z [inf]  2025-03-01   -0.1    3.7    0   3274.15   2430.89
2025-10-11T16:38:32.835859440Z [inf]  2025-03-02   -0.2    2.1    0   3274.15   2523.21
2025-10-11T16:38:32.835865327Z [inf]  2025-03-03    1.6    3.1    1   3274.15   2465.28
2025-10-11T16:38:32.847498578Z [inf]  2025-03-04    3.3    3.7    1   3274.15   2470.12
2025-10-11T16:38:32.858969110Z [inf]  2025-03-05    4.0    4.0    1   3274.15   2492.94
2025-10-11T16:38:32.871748899Z [inf]  2025-03-06    1.1    3.2    1   3274.15   2490.00
2025-10-11T16:38:32.880289935Z [inf]  2025-03-07    3.4    6.8    1   3274.15   2439.44
2025-10-11T16:38:32.889998357Z [inf]  2025-03-08    4.1    4.7    1   3274.15   2426.68
2025-10-11T16:38:32.897970049Z [inf]  2025-03-09    3.2    2.9    1   3274.15   2408.91
2025-10-11T16:38:32.913358756Z [inf]  2025-03-10    4.7    3.8    1   3274.15   2465.91
2025-10-11T16:38:32.920478367Z [inf]  2025-03-11    1.0    4.4    1   3274.15   2489.44
2025-10-11T16:38:32.930774969Z [inf]  2025-03-12    1.7    2.4    1   3274.15   2434.92
2025-10-11T16:38:32.940387017Z [inf]  2025-03-13    2.6    0.3    1   3274.15   2392.27
2025-10-11T16:38:32.952281935Z [inf]  2025-03-14    4.6    3.7    1   3274.15   2322.50
2025-10-11T16:38:32.970449593Z [inf]  2025-03-15    2.7    1.2    1   3274.15   2408.74
2025-10-11T16:38:32.974155753Z [inf]  2025-03-16    2.6   -0.7    0   3125.62   2323.99
2025-10-11T16:38:32.986390615Z [inf]  2025-03-17    0.2    3.1    1   3125.62   2296.64
2025-10-11T16:38:32.993590371Z [inf]  2025-03-18    2.4    4.5    1   3125.62   2295.25
2025-10-11T16:38:33.011233798Z [inf]  2025-03-19    2.2    5.0    1   3125.62   2294.12
2025-10-11T16:38:33.015500964Z [inf]  2025-03-20    1.6    3.2    1   3125.62   2292.65
2025-10-11T16:38:33.027544011Z [inf]  2025-03-21   -1.6    3.4    0   3083.47   2293.08
2025-10-11T16:38:33.040042961Z [inf]  2025-03-22   -3.3    4.2    0   3083.47   2316.09
2025-10-11T16:38:33.052726205Z [inf]  2025-03-23   -1.5   -1.6   -1   3083.47   2276.80
2025-10-11T16:38:33.059947768Z [inf]  2025-03-24   -0.4    2.4    0   3135.77   2326.53
2025-10-11T16:38:33.070381927Z [inf]  2025-03-25    0.7   -3.3    0   3135.77   2296.53
2025-10-11T16:38:33.077945812Z [inf]  2025-03-26    0.6   -7.3    0   3135.77   2317.75
2025-10-11T16:38:33.090803502Z [inf]  2025-03-27    1.4   -2.4    0   3135.77   2319.39
2025-10-11T16:38:33.101850318Z [inf]  2025-03-28    0.7   -2.5    0   3135.77   2284.88
2025-10-11T16:38:33.112129253Z [inf]  2025-03-29    0.0   -2.6    0   3135.77   2276.85
2025-10-11T16:38:33.121089651Z [inf]  2025-03-30   -2.1    0.6    0   3135.77   2274.27
2025-10-11T16:38:33.132077276Z [inf]  2025-03-31    2.0   -0.3    0   3135.77   2297.39
2025-10-11T16:38:33.142637133Z [inf]  2025-04-01    0.7    1.0    1   3135.77   2336.87
2025-10-11T16:38:33.150674342Z [inf]  2025-04-02   -1.0    0.1    0   3189.65   2286.40
2025-10-11T16:38:33.162905926Z [inf]  2025-04-03   -1.2    3.1    0   3189.65   2295.17
2025-10-11T16:38:33.173872980Z [inf]  2025-04-04    0.1   -5.8    0   3189.65   2288.21
2025-10-11T16:38:33.182958253Z [inf]  2025-04-05   -2.2   -6.2   -1   3189.65   2176.36
2025-10-11T16:38:33.212793358Z [inf]  2025-04-06   -2.2   -1.7   -1   3189.65   2108.08
2025-10-11T16:38:33.212799894Z [inf]  2025-04-07   -2.2   -4.0   -1   3189.65   2002.76
2025-10-11T16:38:33.216347653Z [inf]  2025-04-08   -2.5   -3.0   -1   3189.65   2013.66
2025-10-11T16:38:33.225118853Z [inf]  2025-04-09   -0.4   -1.6   -1   3189.65   2005.14
2025-10-11T16:38:33.233896659Z [inf]  2025-04-10   -1.8   -0.8   -1   3189.65   2045.89
2025-10-11T16:38:33.245639733Z [inf]  2025-04-11   -1.6   -0.1   -1   3189.65   2240.95
2025-10-11T16:38:33.255274218Z [inf]  2025-04-12    0.2    0.3    0   3255.52   2049.60
2025-10-11T16:38:33.267212153Z [inf]  2025-04-13    3.9   -0.7    0   3255.52   2074.83
2025-10-11T16:38:33.276207378Z [inf]  2025-04-14    4.0   -0.9    0   3255.52   2153.85
2025-10-11T16:38:33.286576162Z [inf]  2025-04-15    4.4   -0.6    0   3255.52   2137.83
2025-10-11T16:38:33.295544865Z [inf]  2025-04-16    4.5   -0.5    0   3255.52   2063.42
2025-10-11T16:38:33.307145431Z [inf]  2025-04-17    7.4   -2.1    0   3255.52   2049.65
2025-10-11T16:38:33.317654333Z [inf]  2025-04-18    4.3    3.0    1   3255.52   1919.19
2025-10-11T16:38:33.329781473Z [inf]  2025-04-19    3.3    0.5    1   3255.52   1868.35
2025-10-11T16:38:33.342572089Z [inf]  2025-04-20    0.5    3.0    1   3255.52   1971.45
2025-10-11T16:38:33.348040484Z [inf]  2025-04-21    1.0    0.9    1   3255.52   1989.21
2025-10-11T16:38:33.457471714Z [inf]  2025-04-22   -0.1    0.5    0   3159.53   1928.25
2025-10-11T16:38:33.457526695Z [inf]  2025-04-23   -0.8    3.8    0   3159.53   1996.42
2025-10-11T16:38:33.457580346Z [inf]  2025-04-24   -2.7    2.5    0   3159.53   2004.86
2025-10-11T16:38:33.457635041Z [inf]  2025-04-25   -1.6    1.6    0   3159.53   1962.93
2025-10-11T16:38:33.457640056Z [inf]  2025-04-26   -1.9    2.6    0   3159.53   1997.06
2025-10-11T16:38:33.457645203Z [inf]  2025-04-27   -2.5    5.3    0   3159.53   1966.27
2025-10-11T16:38:33.457650218Z [inf]  2025-04-28    1.9    6.0    1   3159.53   2064.47
2025-10-11T16:38:33.457712760Z [inf]  2025-04-29    1.1    7.5    1   3159.53   2002.13
2025-10-11T16:38:33.457723046Z [inf]  2025-04-30    4.2    7.0    1   3159.53   1998.93
2025-10-11T16:38:33.458339482Z [inf]  2025-05-01    2.5    8.9    1   3159.53   1993.03
2025-10-11T16:38:33.461929453Z [inf]  2025-05-02    1.9    6.6    1   3159.53   2046.32
2025-10-11T16:38:33.476892692Z [inf]  2025-05-03   -0.1    3.8    0   3288.16   2079.97
2025-10-11T16:38:33.483507328Z [inf]  2025-05-04   -0.2   -0.0   -1   3288.16   2077.47
2025-10-11T16:38:33.495513233Z [inf]  2025-05-05   -0.8   -1.6   -1   3288.16   2065.97
2025-10-11T16:38:33.504080566Z [inf]  2025-05-06   -2.3   -2.6   -1   3288.16   2073.65
2025-10-11T16:38:33.515113561Z [inf]  2025-05-07   -3.8   -0.6   -1   3288.16   2006.91
2025-10-11T16:38:33.527535353Z [inf]  2025-05-08   -4.6   -4.5   -1   3288.16   1964.69
2025-10-11T16:38:33.561238730Z [inf]  2025-05-09   -4.9    0.3    0   3470.41   1958.54
2025-10-11T16:38:33.561243153Z [inf]  2025-05-10   -3.1   -0.6   -1   3470.41   1962.35
2025-10-11T16:38:33.561249180Z [inf]  2025-05-11   -2.9    0.8    0   3463.67   2024.35
2025-10-11T16:38:33.581482575Z [inf]  2025-05-12   -3.4    3.3    0   3463.67   1961.55
2025-10-11T16:38:33.581635772Z [inf]  2025-05-13   -1.3    1.3    0   3463.67   1978.11
2025-10-11T16:38:33.590966967Z [inf]  2025-05-14    1.0    5.2    1   3463.67   1994.20
2025-10-11T16:38:33.604112525Z [inf]  2025-05-15    2.7    2.7    1   3463.67   1985.83
2025-10-11T16:38:33.607659153Z [inf]  2025-05-16    4.4    2.6    1   3463.67   1864.41
2025-10-11T16:38:33.625406447Z [inf]  2025-05-17    3.2    1.5    1   3463.67   1881.84
2025-10-11T16:38:33.629127554Z [inf]  2025-05-18    3.7    1.0    1   3463.67   1814.31
2025-10-11T16:38:33.639825416Z [inf]  2025-05-19    3.3    0.2    1   3463.67   1963.90
2025-10-11T16:38:33.649000126Z [inf]  2025-05-20    2.8   -0.5    0   3438.78   1892.40
2025-10-11T16:38:33.667543458Z [inf]  2025-05-21    1.4   -0.2    0   3438.78   1983.12
2025-10-11T16:38:33.670524097Z [inf]  2025-05-22    0.3   -1.4    0   3438.78   2027.17
2025-10-11T16:38:33.680836671Z [inf]  2025-05-23   -1.7   -1.0   -1   3438.78   1991.11
2025-10-11T16:38:33.693116195Z [inf]  2025-05-24   -1.2    2.7    0   3499.95   2010.88
2025-10-11T16:38:33.702420123Z [inf]  2025-05-25   -1.1    2.1    0   3499.95   1988.35
2025-10-11T16:38:33.712523787Z [inf]  2025-05-26    0.3    2.3    1   3499.95   1997.54
2025-10-11T16:38:33.725136063Z [inf]  2025-05-27    1.0    7.4    1   3499.95   2019.35
2025-10-11T16:38:33.731839517Z [inf]  2025-05-28    2.1    9.8    1   3499.95   2008.10
2025-10-11T16:38:33.747753788Z [inf]  2025-05-29    2.0    8.4    1   3499.95   2022.42
2025-10-11T16:38:33.755926939Z [inf]  2025-05-30    3.1   10.4    1   3499.95   2024.85
2025-10-11T16:38:33.763964395Z [inf]  2025-05-31    2.5   10.1    1   3499.95   2080.40
2025-10-11T16:38:33.781757239Z [inf]  2025-06-01    2.0    7.4    1   3499.95   2221.29
2025-10-11T16:38:33.784428105Z [inf]  2025-06-02    1.9    9.5    1   3499.95   2227.19
2025-10-11T16:38:33.802701355Z [inf]  2025-06-03    3.5    8.2    1   3499.95   2234.07
2025-10-11T16:38:33.806780011Z [inf]  2025-06-04    1.2    6.7    1   3499.95   2249.72
2025-10-11T16:38:33.817946249Z [inf]  2025-06-05   -0.5    7.3    0   3960.01   2249.46
2025-10-11T16:38:33.833794914Z [inf]  2025-06-06   -0.4    6.4    0   3960.01   2228.57
2025-10-11T16:38:33.837326030Z [inf]  2025-06-07   -0.0    9.1    0   3960.01   2258.57
2025-10-11T16:38:33.849231572Z [inf]  2025-06-08    1.0    5.5    1   3960.01   2240.64
2025-10-11T16:38:33.858256458Z [inf]  2025-06-09    2.1    8.8    1   3960.01   2238.62
2025-10-11T16:38:33.921956023Z [inf]  2025-06-10    2.0    8.6    1   3960.01   2293.72
2025-10-11T16:38:33.921969441Z [inf]  2025-06-11    2.5    6.7    1   3960.01   2303.17
2025-10-11T16:38:33.921975711Z [inf]  2025-06-12    4.9    7.6    1   3960.01   2278.66
2025-10-11T16:38:33.921981201Z [inf]  2025-06-13    4.1   10.7    1   3960.01   2241.13
2025-10-11T16:38:33.921989933Z [inf]  2025-06-14    5.9   11.1    1   3960.01   2251.97
2025-10-11T16:38:33.926983198Z [inf]  2025-06-15    5.9    8.5    1   3960.01   2301.90
2025-10-11T16:38:33.930123333Z [inf]  2025-06-16    6.2    8.8    1   3960.01   2306.57
2025-10-11T16:38:33.943912170Z [inf]  2025-06-17    6.3   10.0    1   3960.01   2454.70
2025-10-11T16:38:33.980388319Z [inf]  2025-06-18    5.4    6.7    1   3960.01   2447.81
2025-10-11T16:38:33.980394402Z [inf]  2025-06-19    5.2    7.9    1   3960.01   2491.49
2025-10-11T16:38:33.980400217Z [inf]  2025-06-20    4.6    7.1    1   3960.01   2475.05
2025-10-11T16:38:33.983583490Z [inf]  2025-06-21    3.2    5.8    1   3960.01   2443.52
2025-10-11T16:38:33.996052749Z [inf]  2025-06-22    2.2    6.7    1   3960.01   2474.72
2025-10-11T16:38:34.004820973Z [inf]  2025-06-23    2.5    9.0    1   3960.01   2460.55
2025-10-11T16:38:34.015061017Z [inf]  2025-06-24    0.8    7.6    1   3960.01   2466.63
2025-10-11T16:38:34.025259473Z [inf]  2025-06-25   -0.2    8.5    0   4324.81   2459.51
2025-10-11T16:38:34.048473071Z [inf]  2025-06-26   -0.9   13.6    0   4324.81   2451.49
2025-10-11T16:38:34.048481921Z [inf]  2025-06-27    0.6   10.6    1   4324.81   2530.59
2025-10-11T16:38:34.054257622Z [inf]  2025-06-28    1.2    9.8    1   4324.81   2509.66
2025-10-11T16:38:34.066127097Z [inf]  2025-06-29    3.1   10.0    1   4324.81   2540.00
2025-10-11T16:38:34.074656418Z [inf]  2025-06-30    3.0    6.9    1   4324.81   2606.42
2025-10-11T16:38:34.086440050Z [inf]  2025-07-01    4.0    6.6    1   4324.81   2655.20
2025-10-11T16:38:34.098509421Z [inf]  2025-07-02    6.0    7.3    1   4324.81   2551.13
2025-10-11T16:38:34.110521432Z [inf]  2025-07-03    4.5    5.6    1   4324.81   2561.68
2025-10-11T16:38:34.116723355Z [inf]  2025-07-04    1.6    4.4    1   4324.81   2591.21
2025-10-11T16:38:34.126051925Z [inf]  2025-07-05    0.8    2.4    1   4324.81   2601.44
2025-10-11T16:38:34.138676545Z [inf]  2025-07-06    1.4    2.2    1   4324.81   2589.64
2025-10-11T16:38:34.150655078Z [inf]  2025-07-07    1.5    0.8    1   4324.81   2562.15
2025-10-11T16:38:34.159039370Z [inf]  2025-07-08   -0.2    2.0    0   4520.03   2510.04
2025-10-11T16:38:34.172198496Z [inf]  2025-07-09    0.3    1.0    1   4520.03   2471.90
2025-10-11T16:38:34.180981994Z [inf]  2025-07-10    0.3   -2.9    0   4451.36   2486.32
2025-10-11T16:38:34.189423908Z [inf]  2025-07-11    1.5    0.2    1   4451.36   2511.30
2025-10-11T16:38:34.210647132Z [inf]  2025-07-12    0.7   -0.2    0   4496.09   2516.42
2025-10-11T16:38:34.210652206Z [inf]  2025-07-13   -0.8    0.7    0   4496.09   2504.98
2025-10-11T16:38:34.221331206Z [inf]  2025-07-14   -1.1   -0.9   -1   4496.09   2488.82
2025-10-11T16:38:34.229988505Z [inf]  2025-07-15   -0.9    2.4    0   4525.10   2413.03
2025-10-11T16:38:34.242462726Z [inf]  2025-07-16    0.7    4.1    1   4525.10   2479.11
2025-10-11T16:38:34.251036474Z [inf]  2025-07-17    0.8    0.1    1   4525.10   2509.15
2025-10-11T16:38:34.263124403Z [inf]  2025-07-18    2.8   -1.6    0   4705.35   2513.47
2025-10-11T16:38:34.273781237Z [inf]  2025-07-19    2.5   -2.9    0   4705.35   2621.13
2025-10-11T16:38:34.282764136Z [inf]  2025-07-20    1.0   -3.4    0   4705.35   2621.40
2025-10-11T16:38:34.297018694Z [inf]  2025-07-21    2.5   -2.0    0   4705.35   2582.67
2025-10-11T16:38:34.307787762Z [inf]  2025-07-22    2.8   -1.1    0   4705.35   2511.99
2025-10-11T16:38:34.316394244Z [inf]  2025-07-23    0.5   -1.1    0   4705.35   2521.38
2025-10-11T16:38:34.323116403Z [inf]  2025-07-24   -0.4   -1.4   -1   4705.35   2505.88
2025-10-11T16:38:34.335929659Z [inf]  2025-07-25   -1.7    3.8    0   4734.28   2510.14
2025-10-11T16:38:34.344823268Z [inf]  2025-07-26   -3.4    2.9    0   4734.28   2538.68
2025-10-11T16:38:34.356943005Z [inf]  2025-07-27   -2.7    0.1    0   4734.28   2485.35
2025-10-11T16:38:34.429389441Z [inf]  2025-07-28   -3.1    1.9    0   4734.28   2493.33
2025-10-11T16:38:34.429419700Z [inf]  2025-07-29   -2.4    1.1    0   4734.28   2487.91
2025-10-11T16:38:34.429463382Z [inf]  2025-07-30   -1.5    0.5    0   4734.28   2455.56
2025-10-11T16:38:34.429473854Z [inf]  2025-07-31   -1.4   -0.4   -1   4734.28   2427.56
2025-10-11T16:38:34.429478243Z [inf]  2025-08-01    1.6    0.7    0   4788.26   2400.08
2025-10-11T16:38:34.429524294Z [inf]  2025-08-02    1.9    0.3    1   4788.26   2503.96
2025-10-11T16:38:34.429568273Z [inf]  2025-08-03    3.2   -0.5    0   4995.52   2521.77
2025-10-11T16:38:34.440199157Z [inf]  2025-08-04    6.7    1.5    1   4995.52   2551.66
2025-10-11T16:38:34.453030376Z [inf]  2025-08-05    5.4    1.1    1   4995.52   2542.31
2025-10-11T16:38:34.467658167Z [inf]  2025-08-06    3.3   -0.6    0   5036.21   2544.70
2025-10-11T16:38:34.470350074Z [inf]  2025-08-07    4.1    0.7    1   5036.21   2550.62
2025-10-11T16:38:34.482902483Z [inf]  2025-08-08    3.5    1.5    1   5036.21   2575.82
2025-10-11T16:38:34.492721677Z [inf]  2025-08-09    2.1    0.0    1   5036.21   2547.05
2025-10-11T16:38:34.503733841Z [inf]  2025-08-10    1.7    0.6    1   5036.21   2512.21
2025-10-11T16:38:34.515870869Z [inf]  2025-08-11    1.8    2.5    1   5036.21   2587.53
2025-10-11T16:38:34.524848413Z [inf]  2025-08-12    2.5    0.9    1   5036.21   2605.01
2025-10-11T16:38:34.535152828Z [inf]  2025-08-13    1.8    2.1    1   5036.21   2566.96
2025-10-11T16:38:34.544477304Z [inf]  2025-08-14    3.0    5.0    1   5036.21   2572.05
2025-10-11T16:38:34.597867537Z [inf]  2025-08-15    4.4    7.4    1   5036.21   2595.95
2025-10-11T16:38:34.597871613Z [inf]  2025-08-16    4.1    6.7    1   5036.21   2573.59
2025-10-11T16:38:34.597877268Z [inf]  2025-08-17    5.3    7.7    1   5036.21   2589.28
2025-10-11T16:38:34.598043053Z [inf]  2025-08-18    6.0   11.3    1   5036.21   2644.21
2025-10-11T16:38:34.598048800Z [inf]  2025-08-19    4.2   10.3    1   5036.21   2757.75
2025-10-11T16:38:34.607051297Z [inf]  2025-08-20    4.8    8.2    1   5036.21   2793.82
2025-10-11T16:38:34.619327317Z [inf]  2025-08-21    5.0    9.5    1   5036.21   2791.26
2025-10-11T16:38:34.633223947Z [inf]  2025-08-22    0.7    8.2    1   5036.21   2830.88
2025-10-11T16:38:34.640074680Z [inf]  2025-08-23   -0.6    7.3    0   5602.60   2848.82
2025-10-11T16:38:34.650523474Z [inf]  2025-08-24   -1.6    5.3    0   5602.60   2799.30
2025-10-11T16:38:34.661456121Z [inf]  2025-08-25    0.3    5.0    1   5602.60   2820.04
2025-10-11T16:38:34.671717291Z [inf]  2025-08-26   -0.1    6.5    0   5644.10   2833.04
2025-10-11T16:38:34.684440703Z [inf]  2025-08-27   -2.8    6.9    0   5644.10   2803.27
2025-10-11T16:38:34.696495726Z [inf]  2025-08-28   -1.6    6.0    0   5644.10   2801.25
2025-10-11T16:38:34.702601219Z [inf]  2025-08-29    1.5    5.7    1   5644.10   2787.58
2025-10-11T16:38:34.715115981Z [inf]  2025-08-30    3.5    6.1    1   5644.10   2790.32
2025-10-11T16:38:34.725554945Z [inf]  2025-08-31    3.4    5.3    1   5644.10   2851.51
2025-10-11T16:38:34.738053355Z [inf]  
2025-10-11T16:38:34.738059866Z [inf]  Final equity (4×) :  5622.09
2025-10-11T16:38:34.738065009Z [inf]  Buy & hold        :  2851.51
2025-10-11T16:38:34.738069205Z [inf]  Excess            :  2770.58
2025-10-11T16:38:34.738073161Z [inf]  Worst trade (%)   :   -14.51
2025-10-11T16:38:34.746780661Z [inf]  
2025-10-11T16:38:34.746786356Z [inf]  Prediction quality (out-of-sample)
2025-10-11T16:38:34.746792122Z [inf]  7-day  directional accuracy :  51.0%
2025-10-11T16:38:34.746797333Z [inf]  25-day directional accuracy :  56.9%
2025-10-11T16:38:34.746802871Z [inf]  7-day  MAE                  :    nan%
2025-10-11T16:38:34.746807858Z [inf]  25-day MAE                  :    nan%
2025-10-11T16:38:34.746813477Z [inf]  7-day  MSE                  :    nan
2025-10-11T16:38:34.746820567Z [inf]  25-day MSE                  :    nan
2025-10-11T16:38:34.746826005Z [inf]  
2025-10-11T16:38:34.746831019Z [inf]  Using long-horizon forecast to guess T+1 direction
2025-10-11T16:38:34.746836535Z [inf]  pred7  → next-day accuracy :  53.6%
2025-10-11T16:38:34.746842311Z [inf]  pred25 → next-day accuracy :  55.2%
